,0
1746,DB02950
1747,DB02952
1748,DB02953
1749,DB02955
1750,DB02963
1751,DB02964
1752,DB02966
1753,DB02967
1754,DB02973
1755,DB02974
1756,DB02977
1757,DB02979
1758,DB02983
1759,DB02984
1760,DB02986
1761,DB02987
1762,DB02988
1763,DB02989
1764,DB02991
1765,DB02994
1766,DB02996
1767,DB02998
1768,DB02999
1769,DB03003
1770,DB03005
1771,DB03006
1772,DB03008
1773,DB03010
1774,DB03012
1775,DB03013
1776,DB03015
1777,DB03016
1778,DB03017
1779,DB03019
1780,DB03020
1781,DB03021
1782,DB03023
1783,DB03024
1784,DB03026
1785,DB03028
1786,DB03032
1787,DB03033
1788,DB03035
1789,DB03039
1790,DB03040
1791,DB03041
1792,DB03042
1793,DB03044
1794,DB03046
1795,DB03048
1796,DB03052
1797,DB03056
1798,DB03058
1799,DB03059
1800,DB03060
1801,DB03061
1802,DB03062
1803,DB03064
1804,DB03065
1805,DB03067
1806,DB03070
1807,DB03072
1808,DB03073
1809,DB03078
1810,DB03081
1811,DB03082
1812,DB03083
1813,DB03084
1814,DB03085
1815,DB03086
1816,DB03087
1817,DB03088
1818,DB03092
1819,DB03093
1820,DB03095
1821,DB03096
1822,DB03100
1823,DB03101
1824,DB03102
1825,DB03103
1826,DB03104
1827,DB03106
1828,DB03109
1829,DB03110
1830,DB03114
1831,DB03115
1832,DB03120
1833,DB03121
1834,DB03124
1835,DB03125
1836,DB03126
1837,DB03127
1838,DB03128
1839,DB03129
1840,DB03130
1841,DB03132
1842,DB03133
1843,DB03135
1844,DB03136
1845,DB03137
1846,DB03144
1847,DB03147
1848,DB03150
1849,DB03152
1850,DB03153
1851,DB03154
1852,DB03155
1853,DB03158
1854,DB03159
1855,DB03169
1856,DB03173
1857,DB03175
1858,DB03176
1859,DB03179
1860,DB03181
1861,DB03182
1862,DB03183
1863,DB03185
1864,DB03186
1865,DB03187
1866,DB03189
1867,DB03191
1868,DB03192
1869,DB03193
1870,DB03194
1871,DB03195
1872,DB03201
1873,DB03202
1874,DB03203
1875,DB03206
1876,DB03207
1877,DB03213
1878,DB03214
1879,DB03216
1880,DB03217
1881,DB03218
1882,DB03220
1883,DB03221
1884,DB03222
1885,DB03223
1886,DB03225
1887,DB03226
1888,DB03227
1889,DB03233
1890,DB03240
1891,DB03243
1892,DB03245
1893,DB03247
1894,DB03250
1895,DB03251
1896,DB03253
1897,DB03255
1898,DB03256
1899,DB03262
1900,DB03267
1901,DB03268
1902,DB03270
1903,DB03273
1904,DB03276
1905,DB03277
1906,DB03279
1907,DB03280
1908,DB03283
1909,DB03286
1910,DB03288
1911,DB03292
1912,DB03294
1913,DB03297
1914,DB03298
1915,DB03305
1916,DB03306
1917,DB03307
1918,DB03309
1919,DB03310
1920,DB03311
1921,DB03314
1922,DB03316
1923,DB03317
1924,DB03319
1925,DB03323
1926,DB03326
1927,DB03328
1928,DB03329
1929,DB03330
1930,DB03331
1931,DB03332
1932,DB03333
1933,DB03336
1934,DB03337
1935,DB03338
1936,DB03341
1937,DB03344
1938,DB03345
1939,DB03346
1940,DB03347
1941,DB03348
1942,DB03349
1943,DB03351
1944,DB03354
1945,DB03359
1946,DB03365
1947,DB03366
1948,DB03367
1949,DB03368
1950,DB03370
1951,DB03372
1952,DB03373
1953,DB03374
1954,DB03376
1955,DB03379
1956,DB03380
1957,DB03381
1958,DB03382
1959,DB03383
1960,DB03384
1961,DB03385
1962,DB03389
1963,DB03390
1964,DB03392
1965,DB03393
1966,DB03394
1967,DB03395
1968,DB03396
1969,DB03397
1970,DB03399
1971,DB03401
1972,DB03403
1973,DB03405
1974,DB03408
1975,DB03413
1976,DB03414
1977,DB03415
1978,DB03417
1979,DB03419
1980,DB03424
1981,DB03425
1982,DB03428
1983,DB03429
1984,DB03430
1985,DB03434
1986,DB03435
1987,DB03439
1988,DB03441
1989,DB03442
1990,DB03443
1991,DB03444
1992,DB03447
1993,DB03448
1994,DB03449
1995,DB03451
1996,DB03453
1997,DB03455
1998,DB03456
1999,DB03459
2000,DB03461
2001,DB03466
2002,DB03467
2003,DB03468
2004,DB03471
2005,DB03476
2006,DB03477
2007,DB03478
2008,DB03479
2009,DB03480
2010,DB03483
2011,DB03484
2012,DB03485
2013,DB03486
2014,DB03487
2015,DB03490
2016,DB03491
2017,DB03495
2018,DB03496
2019,DB03499
2020,DB03501
2021,DB03504
2022,DB03506
2023,DB03507
2024,DB03509
2025,DB03510
2026,DB03512
2027,DB03516
2028,DB03523
2029,DB03525
2030,DB03526
2031,DB03531
2032,DB03535
2033,DB03536
2034,DB03539
2035,DB03541
2036,DB03542
2037,DB03546
2038,DB03551
2039,DB03552
2040,DB03554
2041,DB03555
2042,DB03556
2043,DB03557
2044,DB03559
2045,DB03565
2046,DB03566
2047,DB03568
2048,DB03572
2049,DB03573
2050,DB03575
2051,DB03577
2052,DB03581
2053,DB03583
2054,DB03585
2055,DB03587
2056,DB03588
2057,DB03589
2058,DB03591
2059,DB03593
2060,DB03594
2061,DB03595
2062,DB03596
2063,DB03597
2064,DB03598
2065,DB03600
2066,DB03602
2067,DB03604
2068,DB03606
2069,DB03608
2070,DB03609
2071,DB03611
2072,DB03612
2073,DB03615
2074,DB03616
2075,DB03619
2076,DB03621
2077,DB03622
2078,DB03623
2079,DB03626
2080,DB03628
2081,DB03632
2082,DB03633
2083,DB03635
2084,DB03636
2085,DB03637
2086,DB03639
2087,DB03642
2088,DB03643
2089,DB03645
2090,DB03650
2091,DB03657
2092,DB03660
2093,DB03661
2094,DB03663
2095,DB03664
2096,DB03666
2097,DB03667
2098,DB03670
2099,DB03672
2100,DB03673
2101,DB03677
2102,DB03680
2103,DB03683
2104,DB03685
2105,DB03686
2106,DB03690
2107,DB03691
2108,DB03693
2109,DB03695
2110,DB03696
2111,DB03697
2112,DB03701
2113,DB03702
2114,DB03703
2115,DB03704
2116,DB03706
2117,DB03707
2118,DB03708
2119,DB03709
2120,DB03710
2121,DB03711
2122,DB03712
2123,DB03714
2124,DB03719
2125,DB03721
2126,DB03722
2127,DB03725
2128,DB03726
2129,DB03727
2130,DB03729
2131,DB03731
2132,DB03732
2133,DB03736
2134,DB03737
2135,DB03738
2136,DB03740
2137,DB03742
2138,DB03744
2139,DB03747
2140,DB03749
2141,DB03752
2142,DB03753
2143,DB03754
2144,DB03756
2145,DB03757
2146,DB03758
2147,DB03759
2148,DB03760
2149,DB03765
2150,DB03766
2151,DB03767
2152,DB03769
2153,DB03772
2154,DB03773
2155,DB03777
2156,DB03781
2157,DB03782
2158,DB03783
2159,DB03784
2160,DB03788
2161,DB03791
2162,DB03792
2163,DB03793
2164,DB03796
2165,DB03800
2166,DB03801
2167,DB03802
2168,DB03807
2169,DB03809
2170,DB03814
2171,DB03821
2172,DB03822
2173,DB03824
2174,DB03828
2175,DB03832
2176,DB03835
2177,DB03837
2178,DB03841
2179,DB03844
2180,DB03845
2181,DB03847
2182,DB03848
2183,DB03849
2184,DB03850
2185,DB03856
2186,DB03860
2187,DB03861
2188,DB03864
2189,DB03865
2190,DB03866
2191,DB03867
2192,DB03876
2193,DB03877
2194,DB03878
2195,DB03879
2196,DB03880
2197,DB03881
2198,DB03882
2199,DB03884
2200,DB03886
2201,DB03889
2202,DB03890
2203,DB03891
2204,DB03892
2205,DB03893
2206,DB03894
2207,DB03896
2208,DB03899
2209,DB03900
2210,DB03902
2211,DB03903
2212,DB03904
2213,DB03906
2214,DB03907
2215,DB03909
2216,DB03910
2217,DB03918
2218,DB03921
2219,DB03923
2220,DB03924
2221,DB03925
2222,DB03928
2223,DB03929
2224,DB03932
2225,DB03935
2226,DB03937
2227,DB03940
2228,DB03944
2229,DB03945
2230,DB03948
2231,DB03950
2232,DB03951
2233,DB03953
2234,DB03955
2235,DB03956
2236,DB03957
2237,DB03958
2238,DB03959
2239,DB03962
2240,DB03963
2241,DB03964
2242,DB03967
2243,DB03968
2244,DB03971
2245,DB03974
2246,DB03975
2247,DB03976
2248,DB03977
2249,DB03978
2250,DB03980
2251,DB03981
2252,DB03982
2253,DB03983
2254,DB03984
2255,DB03987
2256,DB03988
2257,DB03991
2258,DB03994
2259,DB03996
2260,DB04000
2261,DB04001
2262,DB04002
2263,DB04003
2264,DB04005
2265,DB04006
2266,DB04008
2267,DB04009
2268,DB04010
2269,DB04012
2270,DB04013
2271,DB04014
2272,DB04016
2273,DB04017
2274,DB04018
2275,DB04020
2276,DB04021
2277,DB04027
2278,DB04036
2279,DB04043
2280,DB04044
2281,DB04048
2282,DB04050
2283,DB04054
2284,DB04055
2285,DB04057
2286,DB04058
2287,DB04059
2288,DB04065
2289,DB04066
2290,DB04068
2291,DB04069
2292,DB04071
2293,DB04072
2294,DB04074
2295,DB04076
2296,DB04079
2297,DB04080
2298,DB04081
2299,DB04083
2300,DB04088
2301,DB04089
2302,DB04090
2303,DB04094
2304,DB04098
2305,DB04099
2306,DB04101
2307,DB04105
2308,DB04107
2309,DB04108
2310,DB04109
2311,DB04112
2312,DB04113
2313,DB04114
2314,DB04115
2315,DB04117
2316,DB04119
2317,DB04121
2318,DB04125
2319,DB04126
2320,DB04129
2321,DB04132
2322,DB04136
2323,DB04137
2324,DB04140
2325,DB04141
2326,DB04142
2327,DB04144
2328,DB04147
2329,DB04149
2330,DB04150
2331,DB04151
2332,DB04152
2333,DB04153
2334,DB04163
2335,DB04166
2336,DB04172
2337,DB04173
2338,DB04175
2339,DB04178
2340,DB04180
2341,DB04185
2342,DB04186
2343,DB04187
2344,DB04194
2345,DB04195
2346,DB04197
2347,DB04200
2348,DB04203
2349,DB04204
2350,DB04207
2351,DB04209
2352,DB04213
2353,DB04214
2354,DB04215
2355,DB04216
2356,DB04217
2357,DB04218
2358,DB04223
2359,DB04224
2360,DB04230
2361,DB04232
2362,DB04233
2363,DB04234
2364,DB04235
2365,DB04237
2366,DB04238
2367,DB04244
2368,DB04246
2369,DB04249
2370,DB04250
2371,DB04253
2372,DB04254
2373,DB04256
2374,DB04258
2375,DB04260
2376,DB04263
2377,DB04268
2378,DB04269
2379,DB04270
2380,DB04271
2381,DB04272
2382,DB04273
2383,DB04275
2384,DB04276
2385,DB04278
2386,DB04281
2387,DB04282
2388,DB04285
2389,DB04287
2390,DB04288
2391,DB04295
2392,DB04297
2393,DB04299
2394,DB04301
2395,DB04306
2396,DB04307
2397,DB04310
2398,DB04311
2399,DB04312
2400,DB04315
2401,DB04316
2402,DB04318
2403,DB04322
2404,DB04324
2405,DB04325
2406,DB04326
2407,DB04327
2408,DB04331
2409,DB04334
2410,DB04335
2411,DB04336
2412,DB04337
2413,DB04338
2414,DB04339
2415,DB04345
2416,DB04348
2417,DB04350
2418,DB04351
2419,DB04352
2420,DB04356
2421,DB04363
2422,DB04365
2423,DB04366
2424,DB04367
2425,DB04368
2426,DB04369
2427,DB04371
2428,DB04372
2429,DB04374
2430,DB04376
2431,DB04377
2432,DB04379
2433,DB04381
2434,DB04387
2435,DB04389
2436,DB04391
2437,DB04392
2438,DB04394
2439,DB04395
2440,DB04396
2441,DB04397
2442,DB04400
2443,DB04404
2444,DB04405
2445,DB04407
2446,DB04409
2447,DB04410
2448,DB04416
2449,DB04417
2450,DB04418
2451,DB04419
2452,DB04424
2453,DB04426
2454,DB04429
2455,DB04432
2456,DB04434
2457,DB04436
2458,DB04440
2459,DB04442
2460,DB04444
2461,DB04445
2462,DB04446
2463,DB04447
2464,DB04448
2465,DB04450
2466,DB04451
2467,DB04453
2468,DB04454
2469,DB04459
2470,DB04461
2471,DB04462
2472,DB04463
2473,DB04464
2474,DB04465
2475,DB04466
2476,DB04468
2477,DB04469
2478,DB04470
2479,DB04471
2480,DB04472
2481,DB04473
2482,DB04474
2483,DB04476
2484,DB04477
2485,DB04478
2486,DB04480
2487,DB04485
2488,DB04487
2489,DB04489
2490,DB04491
2491,DB04493
2492,DB04495
2493,DB04505
2494,DB04510
2495,DB04512
2496,DB04513
2497,DB04514
2498,DB04516
2499,DB04518
2500,DB04519
2501,DB04521
2502,DB04522
2503,DB04523
2504,DB04525
2505,DB04527
2506,DB04530
2507,DB04531
2508,DB04534
2509,DB04537
2510,DB04539
2511,DB04540
2512,DB04542
2513,DB04544
2514,DB04549
2515,DB04551
2516,DB04552
2517,DB04556
2518,DB04557
2519,DB04559
2520,DB04560
2521,DB04562
2522,DB04563
2523,DB04564
2524,DB04566
2525,DB04573
2526,DB04574
2527,DB04575
2528,DB04576
2529,DB04577
2530,DB04578
2531,DB04579
2532,DB04581
2533,DB04583
2534,DB04585
2535,DB04588
2536,DB04590
2537,DB04591
2538,DB04593
2539,DB04594
2540,DB04599
2541,DB04600
2542,DB04601
2543,DB04602
2544,DB04604
2545,DB04606
2546,DB04607
2547,DB04608
2548,DB04612
2549,DB04614
2550,DB04615
2551,DB04616
2552,DB04617
2553,DB04618
2554,DB04620
2555,DB04622
2556,DB04629
2557,DB04630
2558,DB04632
2559,DB04633
2560,DB04636
2561,DB04638
2562,DB04639
2563,DB04642
2564,DB04643
2565,DB04644
2566,DB04645
2567,DB04648
2568,DB04652
2569,DB04653
2570,DB04654
2571,DB04655
2572,DB04657
2573,DB04659
2574,DB04660
2575,DB04661
2576,DB04662
2577,DB04664
2578,DB04665
2579,DB04669
2580,DB04672
2581,DB04673
2582,DB04674
2583,DB04676
2584,DB04677
2585,DB04678
2586,DB04679
2587,DB04680
2588,DB04681
2589,DB04682
2590,DB04683
2591,DB04685
2592,DB04688
2593,DB04689
2594,DB04690
2595,DB04695
2596,DB04697
2597,DB04700
2598,DB04701
2599,DB04703
2600,DB04707
2601,DB04709
2602,DB04714
2603,DB04715
2604,DB04716
2605,DB04719
2606,DB04720
2607,DB04721
2608,DB04722
2609,DB04723
2610,DB04724
2611,DB04725
2612,DB04727
2613,DB04733
2614,DB04736
2615,DB04738
2616,DB04739
2617,DB04741
2618,DB04743
2619,DB04751
2620,DB04752
2621,DB04753
2622,DB04754
2623,DB04757
2624,DB04758
2625,DB04759
2626,DB04760
2627,DB04761
2628,DB04763
2629,DB04764
2630,DB04767
2631,DB04768
2632,DB04769
2633,DB04770
2634,DB04771
2635,DB04772
2636,DB04774
2637,DB04775
2638,DB04776
2639,DB04779
2640,DB04781
2641,DB04783
2642,DB04786
2643,DB04787
2644,DB04789
2645,DB04790
2646,DB04791
2647,DB04792
2648,DB04793
2649,DB04794
2650,DB04795
2651,DB04796
2652,DB04797
2653,DB04798
2654,DB04799
2655,DB04800
2656,DB04801
2657,DB04803
2658,DB04805
2659,DB04817
2660,DB04820
2661,DB04821
2662,DB04824
2663,DB04825
2664,DB04828
2665,DB04829
2666,DB04832
2667,DB04834
2668,DB04835
2669,DB04836
2670,DB04837
2671,DB04838
2672,DB04839
2673,DB04840
2674,DB04841
2675,DB04842
2676,DB04843
2677,DB04844
2678,DB04845
2679,DB04846
2680,DB04847
2681,DB04849
2682,DB04850
2683,DB04851
2684,DB04852
2685,DB04853
2686,DB04854
2687,DB04855
2688,DB04856
2689,DB04857
2690,DB04859
2691,DB04860
2692,DB04861
2693,DB04863
2694,DB04864
2695,DB04865
2696,DB04866
2697,DB04867
2698,DB04868
2699,DB04869
2700,DB04871
2701,DB04872
2702,DB04873
2703,DB04875
2704,DB04876
2705,DB04877
2706,DB04878
2707,DB04879
2708,DB04880
2709,DB04881
2710,DB04882
2711,DB04883
2712,DB04884
2713,DB04885
2714,DB04888
2715,DB04889
2716,DB04890
2717,DB04891
2718,DB04892
2719,DB04894
2720,DB04896
2721,DB04898
2722,DB04903
2723,DB04905
2724,DB04908
2725,DB04910
2726,DB04912
2727,DB04915
2728,DB04917
2729,DB04920
2730,DB04924
2731,DB04926
2732,DB04930
2733,DB04931
2734,DB04933
2735,DB04938
2736,DB04942
2737,DB04946
2738,DB04947
2739,DB04948
2740,DB04951
2741,DB04953
2742,DB04954
2743,DB04957
2744,DB04960
2745,DB04967
2746,DB04970
2747,DB04971
2748,DB04972
2749,DB04974
2750,DB04975
2751,DB04982
2752,DB04983
2753,DB04998
2754,DB05003
2755,DB05009
2756,DB05010
2757,DB05013
2758,DB05015
2759,DB05018
2760,DB05022
2761,DB05025
2762,DB05034
2763,DB05035
2764,DB05038
2765,DB05039
2766,DB05045
2767,DB05047
2768,DB05053
2769,DB05075
2770,DB05087
2771,DB05088
2772,DB05095
2773,DB05104
2774,DB05107
2775,DB05116
2776,DB05119
2777,DB05129
2778,DB05134
2779,DB05137
2780,DB05152
2781,DB05155
2782,DB05168
2783,DB05171
2784,DB05187
2785,DB05188
2786,DB05212
2787,DB05219
2788,DB05220
2789,DB05223
2790,DB05229
2791,DB05232
2792,DB05234
2793,DB05239
2794,DB05246
2795,DB05252
2796,DB05253
2797,DB05255
2798,DB05260
2799,DB05262
2800,DB05265
2801,DB05266
2802,DB05271
2803,DB05284
2804,DB05289
2805,DB05294
2806,DB05295
2807,DB05297
2808,DB05298
2809,DB05316
2810,DB05327
2811,DB05339
2812,DB05343
2813,DB05351
2814,DB05381
2815,DB05382
2816,DB05383
2817,DB05389
2818,DB05395
2819,DB05398
2820,DB05399
2821,DB05403
2822,DB05408
2823,DB05412
2824,DB05413
2825,DB05416
2826,DB05420
2827,DB05421
2828,DB05422
2829,DB05423
2830,DB05424
2831,DB05428
2832,DB05431
2833,DB05434
2834,DB05442
2835,DB05446
2836,DB05458
2837,DB05460
2838,DB05461
2839,DB05465
2840,DB05470
2841,DB05475
2842,DB05476
2843,DB05478
2844,DB05479
2845,DB05482
2846,DB05490
2847,DB05492
2848,DB05494
2849,DB05501
2850,DB05511
2851,DB05513
2852,DB05514
2853,DB05518
2854,DB05521
2855,DB05524
2856,DB05532
2857,DB05540
2858,DB05541
2859,DB05542
2860,DB05552
2861,DB05553
2862,DB05562
2863,DB05590
2864,DB05607
2865,DB05624
2866,DB05630
2867,DB05642
2868,DB05667
2869,DB05668
2870,DB05676
2871,DB05678
2872,DB05695
2873,DB05706
2874,DB05708
2875,DB05710
2876,DB05713
2877,DB05714
2878,DB05737
2879,DB05767
2880,DB05786
2881,DB05790
2882,DB05792
2883,DB05796
2884,DB05806
2885,DB05812
2886,DB05814
2887,DB05824
2888,DB05838
2889,DB05855
2890,DB05864
2891,DB05869
2892,DB05885
2893,DB05913
2894,DB05928
2895,DB05932
2896,DB05936
2897,DB05938
2898,DB05939
2899,DB05943
2900,DB05944
2901,DB05956
2902,DB05959
2903,DB05961
2904,DB05964
2905,DB05966
2906,DB05968
2907,DB05969
2908,DB05983
2909,DB05984
2910,DB05990
2911,DB05992
2912,DB05993
2913,DB06011
2914,DB06013
2915,DB06016
2916,DB06021
2917,DB06040
2918,DB06061
2919,DB06070
2920,DB06075
2921,DB06077
2922,DB06082
2923,DB06083
2924,DB06090
2925,DB06094
2926,DB06124
2927,DB06127
2928,DB06133
2929,DB06134
2930,DB06137
2931,DB06140
2932,DB06144
2933,DB06148
2934,DB06151
2935,DB06152
2936,DB06153
2937,DB06154
2938,DB06155
2939,DB06156
2940,DB06157
2941,DB06159
2942,DB06174
2943,DB06176
2944,DB06185
2945,DB06190
2946,DB06191
2947,DB06194
2948,DB06195
2949,DB06196
2950,DB06199
2951,DB06201
2952,DB06202
2953,DB06203
2954,DB06204
2955,DB06207
2956,DB06209
2957,DB06210
2958,DB06212
2959,DB06213
2960,DB06216
2961,DB06217
2962,DB06218
2963,DB06228
2964,DB06229
2965,DB06230
2966,DB06231
2967,DB06233
2968,DB06237
2969,DB06240
2970,DB06243
2971,DB06246
2972,DB06247
2973,DB06248
2974,DB06249
2975,DB06258
2976,DB06262
2977,DB06263
2978,DB06266
2979,DB06267
2980,DB06268
2981,DB06274
2982,DB06281
2983,DB06282
2984,DB06287
2985,DB06288
2986,DB06292
2987,DB06307
2988,DB06311
2989,DB06314
2990,DB06321
2991,DB06333
2992,DB06335
2993,DB06345
2994,DB06346
2995,DB06347
2996,DB06350
2997,DB06354
2998,DB06358
2999,DB06362
3000,DB06367
3001,DB06374
3002,DB06393
3003,DB06401
3004,DB06403
3005,DB06408
3006,DB06409
3007,DB06410
3008,DB06412
3009,DB06413
3010,DB06420
3011,DB06421
3012,DB06422
3013,DB06429
3014,DB06433
3015,DB06436
3016,DB06441
3017,DB06442
3018,DB06444
3019,DB06446
3020,DB06447
3021,DB06448
3022,DB06451
3023,DB06454
3024,DB06457
3025,DB06460
3026,DB06468
3027,DB06469
3028,DB06470
3029,DB06471
3030,DB06472
3031,DB06477
3032,DB06479
3033,DB06480
3034,DB06481
3035,DB06486
3036,DB06494
3037,DB06497
3038,DB06506
3039,DB06510
3040,DB06512
3041,DB06515
3042,DB06518
3043,DB06521
3044,DB06525
3045,DB06530
3046,DB06533
3047,DB06536
3048,DB06538
3049,DB06543
3050,DB06548
3051,DB06549
3052,DB06558
3053,DB06579
3054,DB06586
3055,DB06587
3056,DB06589
3057,DB06594
3058,DB06595
3059,DB06603
3060,DB06605
3061,DB06616
3062,DB06623
3063,DB06626
3064,DB06634
3065,DB06635
3066,DB06637
3067,DB06641
3068,DB06652
3069,DB06654
3070,DB06660
3071,DB06663
3072,DB06670
3073,DB06677
3074,DB06678
3075,DB06680
3076,DB06684
3077,DB06689
3078,DB06691
3079,DB06693
3080,DB06694
3081,DB06695
3082,DB06698
3083,DB06699
3084,DB06700
3085,DB06701
3086,DB06702
3087,DB06706
3088,DB06707
3089,DB06709
3090,DB06710
3091,DB06711
3092,DB06712
3093,DB06713
3094,DB06714
3095,DB06716
3096,DB06718
3097,DB06725
3098,DB06726
3099,DB06728
3100,DB06730
3101,DB06732
3102,DB06733
3103,DB06734
3104,DB06736
3105,DB06738
3106,DB06739
3107,DB06741
3108,DB06749
3109,DB06750
3110,DB06751
3111,DB06756
3112,DB06757
3113,DB06764
3114,DB06766
3115,DB06772
3116,DB06774
3117,DB06775
3118,DB06777
3119,DB06780
3120,DB06781
3121,DB06782
3122,DB06785
3123,DB06786
3124,DB06787
3125,DB06788
3126,DB06789
3127,DB06791
3128,DB06795
3129,DB06800
3130,DB06802
3131,DB06809
3132,DB06813
3133,DB06814
3134,DB06825
3135,DB06828
3136,DB06829
3137,DB06830
3138,DB06831
3139,DB06832
3140,DB06833
3141,DB06834
3142,DB06835
3143,DB06836
3144,DB06837
3145,DB06838
3146,DB06840
3147,DB06841
3148,DB06842
3149,DB06843
3150,DB06844
3151,DB06845
3152,DB06848
3153,DB06849
3154,DB06850
3155,DB06851
3156,DB06852
3157,DB06853
3158,DB06855
3159,DB06856
3160,DB06857
3161,DB06858
3162,DB06859
3163,DB06861
3164,DB06862
3165,DB06865
3166,DB06866
3167,DB06867
3168,DB06868
3169,DB06869
3170,DB06870
3171,DB06871
3172,DB06875
3173,DB06876
3174,DB06877
3175,DB06878
3176,DB06879
3177,DB06880
3178,DB06882
3179,DB06883
3180,DB06884
3181,DB06887
3182,DB06888
3183,DB06891
3184,DB06892
3185,DB06894
3186,DB06896
3187,DB06897
3188,DB06898
3189,DB06899
3190,DB06900
3191,DB06901
3192,DB06902
3193,DB06905
3194,DB06908
3195,DB06909
3196,DB06911
3197,DB06912
3198,DB06914
3199,DB06916
3200,DB06917
3201,DB06918
3202,DB06919
3203,DB06920
3204,DB06921
3205,DB06923
3206,DB06924
3207,DB06925
3208,DB06926
3209,DB06927
3210,DB06928
3211,DB06929
3212,DB06930
3213,DB06931
3214,DB06932
3215,DB06933
3216,DB06936
3217,DB06937
3218,DB06938
3219,DB06939
3220,DB06940
3221,DB06941
3222,DB06942
3223,DB06943
3224,DB06944
3225,DB06945
3226,DB06947
3227,DB06948
3228,DB06951
3229,DB06953
3230,DB06954
3231,DB06956
3232,DB06957
3233,DB06958
3234,DB06959
3235,DB06961
3236,DB06962
3237,DB06963
3238,DB06964
3239,DB06967
3240,DB06969
3241,DB06971
3242,DB06972
3243,DB06973
3244,DB06976
3245,DB06977
3246,DB06979
3247,DB06980
3248,DB06981
3249,DB06982
3250,DB06983
3251,DB06984
3252,DB06986
3253,DB06987
3254,DB06989
3255,DB06990
3256,DB06991
3257,DB06992
3258,DB06993
3259,DB06994
3260,DB06995
3261,DB06996
3262,DB06997
3263,DB06999
3264,DB07000
3265,DB07001
3266,DB07002
3267,DB07003
3268,DB07004
3269,DB07005
3270,DB07006
3271,DB07007
3272,DB07008
3273,DB07009
3274,DB07010
3275,DB07011
3276,DB07013
3277,DB07014
3278,DB07015
3279,DB07016
3280,DB07017
3281,DB07019
3282,DB07020
3283,DB07021
3284,DB07022
3285,DB07023
3286,DB07024
3287,DB07025
3288,DB07026
3289,DB07027
3290,DB07028
3291,DB07029
3292,DB07030
3293,DB07031
3294,DB07032
3295,DB07033
3296,DB07034
3297,DB07036
3298,DB07037
3299,DB07038
3300,DB07039
3301,DB07045
3302,DB07046
3303,DB07048
3304,DB07049
3305,DB07050
3306,DB07051
3307,DB07053
3308,DB07054
3309,DB07056
3310,DB07058
3311,DB07059
3312,DB07060
3313,DB07061
3314,DB07063
3315,DB07064
3316,DB07065
3317,DB07066
3318,DB07067
3319,DB07068
3320,DB07069
3321,DB07070
3322,DB07071
3323,DB07072
3324,DB07073
3325,DB07074
3326,DB07075
3327,DB07076
3328,DB07077
3329,DB07078
3330,DB07079
3331,DB07080
3332,DB07081
3333,DB07082
3334,DB07083
3335,DB07086
3336,DB07087
3337,DB07088
3338,DB07089
3339,DB07091
3340,DB07092
3341,DB07093
3342,DB07094
3343,DB07095
3344,DB07096
3345,DB07099
3346,DB07100
3347,DB07101
3348,DB07102
3349,DB07104
3350,DB07105
3351,DB07106
3352,DB07107
3353,DB07108
3354,DB07110
3355,DB07111
3356,DB07112
3357,DB07113
3358,DB07115
3359,DB07116
3360,DB07117
3361,DB07119
3362,DB07120
3363,DB07121
3364,DB07122
3365,DB07124
3366,DB07125
3367,DB07126
3368,DB07127
3369,DB07128
3370,DB07129
3371,DB07130
3372,DB07131
3373,DB07132
3374,DB07133
3375,DB07134
3376,DB07135
3377,DB07136
3378,DB07137
3379,DB07138
3380,DB07139
3381,DB07140
3382,DB07141
3383,DB07142
3384,DB07143
3385,DB07144
3386,DB07145
3387,DB07146
3388,DB07147
3389,DB07148
3390,DB07149
3391,DB07150
3392,DB07151
3393,DB07152
3394,DB07154
3395,DB07156
3396,DB07157
3397,DB07158
3398,DB07159
3399,DB07160
3400,DB07161
3401,DB07162
3402,DB07163
3403,DB07164
3404,DB07165
3405,DB07167
3406,DB07168
3407,DB07171
